1

50

5.200000000000000178e+00 0.000000000000000000e+00
5.199958352132748374e+00 4.081349330302977418e-03
5.199833425876440707e+00 8.160998865654777931e-03
5.199625273260198632e+00 1.223724951903257252e-02
5.199333980975147540e+00 1.630840361897538046e-02
5.198959670338312300e+00 2.037276561662803090e-02
5.198502497242089682e+00 2.442864279190110413e-02
5.197962652089323399e+00 2.847434595845273198e-02
5.197340359714005764e+00 3.250819016719870558e-02
5.196635879287640591e+00 3.652849540805779699e-02
5.195849504211299319e+00 4.053358730964018442e-02
5.194981561993430752e+00 4.452179783658736373e-02
5.194032414113457286e+00 4.849146598427335475e-02
5.193002455871227774e+00 5.244093847057763880e-02
5.191892116222383891e+00 5.636857042444198829e-02
5.190701857599708369e+00 6.027272607092409862e-02
5.189432175720532392e+00 6.415177941246301418e-02
5.188083599380280297e+00 6.800411490607241594e-02
5.186656690232235078e+00 7.182812813617980852e-02
5.185152042553625051e+00 7.562222648283144222e-02
5.183570282998117840e+00 7.938482978498447029e-02
5.181912070334833587e+00 8.311437099861040956e-02
5.180178095173980424e+00 8.680929684933547108e-02
5.178369079679232101e+00 9.046806847934631135e-02
5.176485777266960575e+00 9.408916208829140593e-02
5.174528972292454121e+00 9.767106956791142547e-02
5.172499479723250637e+00 1.012122991301341451e-01
5.170398144799722040e+00 1.047113759283724299e-01
5.168225842683047411e+00 1.081668426717663084e-01
5.165983478090728553e+00 1.115772602321135204e-01
5.163671984919793623e+00 1.149412082432358234e-01
5.161292325857850471e+00 1.182572856925310917e-01
5.158845491982146925e+00 1.215241115044652931e-01
5.156332502346806734e+00 1.247403251157609277e-01
5.153754403558417074e+00 1.279045870420425779e-01
5.151112269340138994e+00 1.310155794357037162e-01
5.148407200084525570e+00 1.340720066347619865e-01
5.145640322395228061e+00 1.370725957024748753e-01
5.142812788617793451e+00 1.400160969574907044e-01
5.139925776359737242e+00 1.429012844943141902e-01
5.136980488000090439e+00 1.457269566938700633e-01
5.133978150188641010e+00 1.484919367239516397e-01
5.130920013335053653e+00 1.511950730293464829e-01
5.127807351088105925e+00 1.538352398114344322e-01
5.124641459805239663e+00 1.564113374970588777e-01
5.121423658012652425e+00 1.589222931964754393e-01
5.118155285856163417e+00 1.613670611501876184e-01
5.114837704543069741e+00 1.637446231644835160e-01
5.111472295775231878e+00 1.660539890354915116e-01
5.108060461173628219e+00 1.682941969615793232e-01

1.000000000000000000e+00 0.000000000000000000e+00
9.997917606637398702e-01 2.040674665151488709e-02
9.991671293822017574e-01 4.080499432827389139e-02
9.981263663009927178e-01 6.118624759516286260e-02
9.966699048757390322e-01 8.154201809487689190e-02
9.947983516915619440e-01 1.018638280831401510e-01
9.925124862104468537e-01 1.221432139595055172e-01
9.898132604466151063e-01 1.423717297922636460e-01
9.867017985700294869e-01 1.625409508359935140e-01
9.831793964382021800e-01 1.826424770402889919e-01
9.792475210564969279e-01 2.026679365482009221e-01
9.749078099671533160e-01 2.226089891829368117e-01
9.701620705672848732e-01 2.424573299213667599e-01
9.650122793561370926e-01 2.622046923528881801e-01
9.594605811119173433e-01 2.818428521222099414e-01
9.535092879985405112e-01 3.013636303546204931e-01
9.471608786026622928e-01 3.207588970623150848e-01
9.404179969014004881e-01 3.400205745303620519e-01
9.332834511611750594e-01 3.591406406808990148e-01
9.257602127681248128e-01 3.781111324141571695e-01
9.178514149905888653e-01 3.969241489249223376e-01
9.095603516741667116e-01 4.155718549930519923e-01
9.008904758699022297e-01 4.340464842466772999e-01
8.918453983961612819e-01 4.523403423967315429e-01
8.824288863348029865e-01 4.704458104414570019e-01
8.726448614622704936e-01 4.883553478395570857e-01
8.624973986162545181e-01 5.060614956506707118e-01
8.519907239986106440e-01 5.235568796418621496e-01
8.411292134152361655e-01 5.408342133588315281e-01
8.299173904536405466e-01 5.578863011605675881e-01
8.183599245989673365e-01 5.747060412161790754e-01
8.064616292892533567e-01 5.912864284626554445e-01
7.942274599107342903e-01 6.076205575223264654e-01
7.816625117340325613e-01 6.237016255788045971e-01
7.687720177920849274e-01 6.395229352102128617e-01
7.555613467006966344e-01 6.550778971785184979e-01
7.420360004226267403e-01 6.703600331738098772e-01
7.282016119761385298e-01 6.853629785123743767e-01
7.140639430889673678e-01 7.000804847874535497e-01
6.996288817986839881e-01 7.145064224715709233e-01
6.849024400004521951e-01 7.286347834693502890e-01
6.698907509432030505e-01 7.424596836197582261e-01
6.546000666752676000e-01 7.559753651467323587e-01
6.390367554405314010e-01 7.691761990571721608e-01
6.232072990261977585e-01 7.820566874852943329e-01
6.071182900632607904e-01 7.946114659823770854e-01
5.907764292808153073e-01 8.068353057509380921e-01
5.741885227153468163e-01 8.187231158224175243e-01
5.573614788761613870e-01 8.302699451774574468e-01
5.403023058681397650e-01 8.414709848078965049e-01
